Content,aspect_labels,sentiment_scores
recently california 1124 revised the law and allows telehealth for animals including prescribing medications  this is excellent news   we care for our animals like family there is a shortage of vets in certain parts of the state more than others  this is progress  however it is one step forward one giant step backwards with dutch  on the eve of july 3rd i was told by my doggy day care that my puppy had puppy warts or pappalivirus and he was quarantined and cannot return until he comes back  my vet an animal hospital though closed early for the day and was closed for the holiday all the way through the hospital  as an aside no hospital should be called such that closes for 4 days i thought i have options and used dutch    i was prepared of course for it to be harder than it looks as one cannot just sign up for a one time visit one must become a member  fine  i paid the membership fee and booked a visit for 910 am on the 4th   for some reason they tell you to plan for 30 minutes  you get 10 minutes if youre lucky  the vet joined 2 minutes late and ended 2 minutes early was not friendly engaging empathetic or even interested  instead i got a prescription for antiinflammatory which i told her in the call i needed transferred to costco   she said nothing in response    costco was closed the 4th so i sent several messages through the chat system with the phone number of the costco and planned to pick up on the 5th   when i go to check on the status i dont even see my message recorded  i call the phone number  no one answers  i leave more messages nothing  i notice a box on the website that says order your medications which i was ignoring because in the united states of america prescriptions do not have to be filled by a specific pharmacy although often one does for insurance benefits but prescriptions transfer  ask anyone who has had their eyes examined  optometrists everywhere fought this one hard but there is a very good reason your eye doctor is not an employee of your eye glass store  they still have their tactics but prescriptions are required to be given without a request for transfer before one even asks  this is not the case at dutchcom  no there is a separate form one must complete an additional 5 fee and 24 day processing time   how ridiculous  this is pain medication i am not ordering  from an online pharmacy and waiting for shipping for pain medicine  this is the most perfect example of a company that puts profits before animals   prescriptions should be called in to any pharmacy requested for same day fill if possible without a fee  not doing so undermines the entire ca law which is intended to expand access to care and not delay suffering   my complaint is that the fee was not disclosed clearly enough and the delay was not mentioned and it is just a bad faith practice that is evidence that this company does not have the best interest of animals as their mission and by doing so will not thrive  companies that seek to undermine progress made by new laws by intentionally increasing delays when the law was intended to reduce the delays are not companies that last  certainly not in california where consumer protection comes first   my ask of dutch is to do the right thing before more laws and fines are implemented against your company  doing business in california is a privilege not a right  i made a second appointment with a vet who i quote told me he was breaking the rules by calling it in himself but did it  how sad is that dutch  a vet had to break the rules to do the right thing for an animal who was suffering  he deserves an award a raise and not admonishment   answer your messages your phones  eliminate transfer fees build 2 mins into the  visit to call a script in  run a respectable business for animals that puts their welfare first or find a new business,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smart quick enjoyable to work with,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch is awesome very caring and very willing to do what they can for your furbabys they have been a game changer for us,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
amazing vet experience and the meds arrived promptly in 2 days,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very easy and less stress than going to the vet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
timely professional and knowledgeable my dog is doing well,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
champs vets have done a great job with improving his quality of life  ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i have 1 large dog and 3 cats  so my subscription to dutch takes care of all my pets and provides me with peace of mind,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
extremely simple to enroll and schedule appointment was quick and physician was extremely efficient and knowledgeable great experience,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i had an urgent situation with my dog who was experiencing panic attacks at night for about eight consecutive nights leaving both of us without sleep i reached out to dutch and got a membership to benefit from their quick response time for vet appointments they connected me to a vet within 50 minutes we received a prescription and the vet understood the urgency of the situation  however their website is poorly designed requiring several unusual steps to find tracking information they falsely advertise that medications will be delivered in one day after rx approval which is absolutely incorrect beware if you want to get the urgent shipping it will cost you 75 and who knows when you actually receive it to your door  now five days have passed since i placed my order and i still have no tracking information i discovered that their policy is to ship the medication in one day after approval but this is false advisement as you can have the reference from my experience my medication isnt even in transit yet once the package is accepted by the carrier it takes another 57 or more days to arrive  imagine being in an urgent situation and relying on these guys who promise help but fail to deliver that while you hopelessly wait for a possible solutions i am canceling my membership and writing more reviews to inform others about this misleading service  update correct that the manager reached out to me however still a false information again and again they promised me when i was ordering the regular shipping it was stating as ill receive it on thursday which was within 4 days of my order technically and nothing arrived nothing even has been shipped no tracking information yet though they promised that it will arrive yesterdaywithin 4 days oh one more thing is that this was already making me upset that it will arrive in 4 days since their first advisement is promising within one day manager is still giving a false information in here beware because they offered at the check out as 75 extra for an over night shipping at the end if i knew this would happen i would only use the vet service that dutch was offering and that was very prompt and i appreciate it but i think you guys need to just stick with that and not include the pharmacy option because you are just trying to make a profit out of peoples sufferings while promising falsely and make us wait hopelessly do you need to wait for 7 days for your medication to arrive i think there are way more better pharmacy options out there for you to try with a small over night fee i wouldnt recommend this place to rely on a medication all the best,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
had issues with delivery and they promptly got it resolved,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vets through this company are very efficient and trust worthy they ask important questions and prescribe proper medications,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
used them once so far and was a great experience,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
they make it affordable and easy to get your animals the help they need thank you for your help,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch services are exactly what i was looking for affordable professional pet telehealth from licensed veterinarians and medications easy to order and receive by mail,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
so convenient and affordable and the vets are so nice,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
quick easy and informative,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
both vets we had  drj googe and drwexson were great the pharmacy took 10 days gust to ship my orders,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
easy access to vets provide good advice,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
amazing vet experience love what they offer,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great advice from a vet my dog is on the road to recovery thanks to dutch,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very convenient  easy to use,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
such fantastic customer service a wonderful and affordable vet service for nonemergencies,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
